"Specimen_No","Specimen","Site_No","Site","Period_No","Period","Element_Portion","Element","LSI","p_immature","p_female","p_male"
1,"Animal.1",25,"Tell Surezha",3,"LC 1-3",6,"Ast",0.082,0.61,0.3,0.08
2,"Animal.10",25,"Tell Surezha",3,"LC 1-3",6,"Ast",0.117,0.57,0.3,0.13
3,"Animal.100",5,"El Kowm 2",1,"PPNB",6,"Ast",0.152,0.35,0.29,0.36
4,"Animal.1000",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.22,0,0.32,0.68
5,"Animal.1001",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.17,0,0.47,0.53
6,"Animal.1002",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.177,0,0.45,0.55
7,"Animal.1003",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.246,0,0.26,0.74
8,"Animal.1004",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.153,0,0.53,0.47
9,"Animal.1005",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.149,0,0.55,0.45
10,"Animal.1006",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.212,0,0.34,0.66
11,"Animal.1007",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.145,0,0.56,0.44
12,"Animal.1008",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.284,0,0.22,0.78
13,"Animal.1009",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.137,0,0.59,0.41
14,"Animal.101",5,"El Kowm 2",1,"PPNB",6,"Ast",0.052,0.55,0.37,0.08
15,"Animal.1010",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.128,0,0.63,0.37
16,"Animal.1011",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.157,0,0.52,0.48
17,"Animal.1012",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.141,0,0.58,0.42
18,"Animal.1013",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.161,0,0.51,0.49
19,"Animal.1015",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.209,0,0.35,0.65
20,"Animal.1016",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.242,0,0.27,0.73
21,"Animal.1017",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.223,0,0.31,0.69
22,"Animal.1018",23,"Tell Sabi Abyad (Op III)",2,"Halaf",7,"Cal",0.19,0,0.28,0.72
23,"Animal.1019",23,"Tell Sabi Abyad (Op III)",2,"Halaf",7,"Cal",0.202,0,0.27,0.73
24,"Animal.102",5,"El Kowm 2",1,"PPNB",6,"Ast",0.1,0.47,0.36,0.17
25,"Animal.1020",23,"Tell Sabi Abyad (Op III)",2,"Halaf",7,"Cal",0.04,0,0.72,0.28
26,"Animal.1023",24,"Tell Sabi Abyad (Op III)",1,"PN",4,"Mtc",0.032,0,0.63,0.37
27,"Animal.1024",24,"Tell Sabi Abyad (Op III)",1,"PN",8,"Mtt",0.005,0,0.67,0.33
28,"Animal.1025",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",0.041,0.1,0.49,0.41
29,"Animal.1026",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",0.062,0.08,0.42,0.5
30,"Animal.1027",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",0.026,0.12,0.54,0.34
31,"Animal.1028",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",-0.027,0.18,0.64,0.18
32,"Animal.1029",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",0.067,0.07,0.4,0.52
33,"Animal.103",5,"El Kowm 2",1,"PPNB",6,"Ast",0.113,0.45,0.35,0.21
34,"Animal.1030",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",-0.033,0.19,0.64,0.17
35,"Animal.1031",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",0.017,0.13,0.56,0.31
36,"Animal.1032",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",-0.014,0.17,0.62,0.21
37,"Animal.1033",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",0.047,0.09,0.47,0.43
38,"Animal.1034",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",-0.052,0.21,0.65,0.14
39,"Animal.1035",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",0.058,0.08,0.44,0.48
40,"Animal.1036",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",0.147,0.02,0.15,0.83
41,"Animal.1037",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",0.075,0.07,0.38,0.56
42,"Animal.1038",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",0.016,0.13,0.57,0.3
43,"Animal.1039",24,"Tell Sabi Abyad (Op III)",1,"PN",1,"Hum_dist",0.019,0.13,0.56,0.32
44,"Animal.104",5,"El Kowm 2",1,"PPNB",6,"Ast",0.091,0.49,0.36,0.15
45,"Animal.1040",23,"Tell Sabi Abyad (Op III)",2,"Halaf",1,"Hum_dist",0.001,0.17,0.6,0.23
46,"Animal.1041",23,"Tell Sabi Abyad (Op III)",2,"Halaf",1,"Hum_dist",0.069,0.08,0.43,0.49
47,"Animal.1042",23,"Tell Sabi Abyad (Op III)",2,"Halaf",1,"Hum_dist",0.073,0.08,0.41,0.52
48,"Animal.1043",23,"Tell Sabi Abyad (Op III)",2,"Halaf",1,"Hum_dist",-0.067,0.24,0.65,0.11
49,"Animal.1044",23,"Tell Sabi Abyad (Op III)",2,"Halaf",1,"Hum_dist",0.12,0.04,0.26,0.7
50,"Animal.1045",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.107,0,0.25,0.75
51,"Animal.1046",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.055,0,0.46,0.54
52,"Animal.1047",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.065,0,0.41,0.59
53,"Animal.1048",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.05,0.24,0.44,0.32
54,"Animal.1049",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.02,0.3,0.48,0.22
55,"Animal.105",5,"El Kowm 2",1,"PPNB",6,"Ast",0.104,0.47,0.36,0.18
56,"Animal.1050",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.025,0.29,0.48,0.23
57,"Animal.1051",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.1,0.13,0.32,0.55
58,"Animal.1052",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.089,0.15,0.35,0.5
59,"Animal.1053",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.035,0,0.54,0.46
60,"Animal.1054",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.025,0.29,0.48,0.23
61,"Animal.1055",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.017,0.31,0.48,0.21
62,"Animal.1056",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",-0.011,0,0.72,0.28
63,"Animal.1057",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.02,0,0.6,0.4
64,"Animal.1058",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.062,0.21,0.42,0.37
65,"Animal.1059",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.184,0.02,0.12,0.86
66,"Animal.106",5,"El Kowm 2",1,"PPNB",6,"Ast",0.091,0.49,0.37,0.14
67,"Animal.1060",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.011,0.32,0.49,0.19
68,"Animal.1061",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",-0.002,0,0.69,0.31
69,"Animal.1062",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",-0.004,0.34,0.5,0.16
70,"Animal.1063",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.031,0.28,0.47,0.25
71,"Animal.1064",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.091,0,0.31,0.69
72,"Animal.1065",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.032,0,0.55,0.45
73,"Animal.1066",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.064,0,0.42,0.58
74,"Animal.1067",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.078,0.18,0.37,0.45
75,"Animal.1068",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.065,0.21,0.41,0.38
76,"Animal.1069",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.016,0.31,0.48,0.21
77,"Animal.107",5,"El Kowm 2",1,"PPNB",6,"Ast",0.073,0.52,0.37,0.11
78,"Animal.1070",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.03,0.28,0.47,0.25
79,"Animal.1071",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.039,0.26,0.46,0.28
80,"Animal.1072",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.019,0,0.61,0.39
81,"Animal.1073",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.062,0.21,0.42,0.37
82,"Animal.1074",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.014,0,0.63,0.37
83,"Animal.1075",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.045,0.25,0.45,0.3
84,"Animal.1076",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.048,0.24,0.44,0.31
85,"Animal.1077",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",-0.028,0,0.76,0.24
86,"Animal.1078",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.004,0,0.66,0.34
87,"Animal.1079",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",-0.001,0.34,0.49,0.17
88,"Animal.108",5,"El Kowm 2",1,"PPNB",6,"Ast",0.113,0.45,0.35,0.2
89,"Animal.1080",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",-0.04,0,0.8,0.2
90,"Animal.1081",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",-0.001,0.34,0.5,0.17
91,"Animal.1082",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",-0.018,0,0.74,0.26
92,"Animal.1083",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.01,0,0.64,0.36
93,"Animal.1084",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.013,0.31,0.49,0.2
94,"Animal.1085",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.016,0,0.62,0.38
95,"Animal.1086",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",-0.087,0,0.87,0.13
96,"Animal.1087",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.027,0.29,0.47,0.24
97,"Animal.1088",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.117,0.1,0.27,0.63
98,"Animal.1089",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.112,0.11,0.28,0.61
99,"Animal.109",5,"El Kowm 2",1,"PPNB",6,"Ast",0.174,0.28,0.24,0.47
100,"Animal.1090",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.041,0,0.52,0.48
101,"Animal.1091",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.029,0,0.57,0.43
102,"Animal.1092",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.035,0,0.54,0.46
103,"Animal.1093",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.081,0.17,0.37,0.46
104,"Animal.1094",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",0.073,0.19,0.39,0.42
105,"Animal.1095",24,"Tell Sabi Abyad (Op III)",1,"PN",2,"Rad_prox",-0.049,0.41,0.49,0.1
106,"Animal.1096",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.026,0,0.58,0.42
107,"Animal.1097",24,"Tell Sabi Abyad (Op III)",1,"PN",3,"Rad_dist",0.013,0,0.63,0.37
108,"Animal.1098",23,"Tell Sabi Abyad (Op III)",2,"Halaf",3,"Rad_dist",-0.032,0,0.77,0.23
109,"Animal.1099",23,"Tell Sabi Abyad (Op III)",2,"Halaf",2,"Rad_prox",-0.024,0.33,0.48,0.18
110,"Animal.11",25,"Tell Surezha",3,"LC 1-3",6,"Ast",0.082,0.61,0.3,0.08
111,"Animal.110",5,"El Kowm 2",1,"PPNB",6,"Ast",0.156,0.34,0.28,0.38
112,"Animal.1100",23,"Tell Sabi Abyad (Op III)",2,"Halaf",3,"Rad_dist",0.05,0,0.48,0.52
113,"Animal.1101",23,"Tell Sabi Abyad (Op III)",2,"Halaf",2,"Rad_prox",0.059,0.16,0.35,0.49
114,"Animal.1102",23,"Tell Sabi Abyad (Op III)",2,"Halaf",2,"Rad_prox",0.047,0.19,0.38,0.44
115,"Animal.1103",23,"Tell Sabi Abyad (Op III)",2,"Halaf",2,"Rad_prox",-0.097,0.41,0.5,0.09
116,"Animal.1105",27,"Umm Qseir",2,"Halaf",2,"Rad_prox",0.077,0.23,0.4,0.37
117,"Animal.1106",27,"Umm Qseir",2,"Halaf",2,"Rad_prox",0.06,0.27,0.43,0.31
118,"Animal.1107",28,"Umm Qseir",4,"LC 4-5",2,"Rad_prox",0.184,0.21,0.35,0.45
119,"Animal.111",5,"El Kowm 2",1,"PPNB",6,"Ast",0.104,0.47,0.36,0.18
120,"Animal.112",5,"El Kowm 2",1,"PPNB",6,"Ast",0.069,0.53,0.37,0.11
121,"Animal.113",5,"El Kowm 2",1,"PPNB",6,"Ast",0.174,0.28,0.24,0.48
122,"Animal.114",5,"El Kowm 2",1,"PPNB",6,"Ast",0.157,0.33,0.28,0.39
123,"Animal.115",5,"El Kowm 2",1,"PPNB",6,"Ast",0.113,0.45,0.35,0.21
124,"Animal.116",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",-0.05,0.23,0.65,0.12
125,"Animal.117",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",-0.045,0.22,0.65,0.13
126,"Animal.118",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",-0.044,0.22,0.65,0.13
127,"Animal.119",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.008,0.15,0.59,0.26
128,"Animal.12",25,"Tell Surezha",3,"LC 1-3",6,"Ast",0.232,0.24,0.17,0.59
129,"Animal.120",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",-0.013,0.18,0.62,0.19
130,"Animal.121",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",-0.027,0.2,0.64,0.16
131,"Animal.122",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",-0.026,0.2,0.64,0.16
132,"Animal.1226",3,"Domuztepe",2,"Halaf",1,"Hum_dist",-0.026,0.12,0.67,0.21
133,"Animal.1227",3,"Domuztepe",2,"Halaf",1,"Hum_dist",0.061,0.04,0.42,0.54
134,"Animal.1228",3,"Domuztepe",2,"Halaf",1,"Hum_dist",-0.045,0.14,0.7,0.17
135,"Animal.1229",3,"Domuztepe",2,"Halaf",1,"Hum_dist",-0.017,0.11,0.66,0.23
136,"Animal.123",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.032,0.12,0.53,0.35
137,"Animal.1230",3,"Domuztepe",2,"Halaf",1,"Hum_dist",0.069,0.04,0.38,0.58
138,"Animal.1231",3,"Domuztepe",2,"Halaf",1,"Hum_dist",0.055,0.05,0.44,0.51
139,"Animal.1232",3,"Domuztepe",2,"Halaf",1,"Hum_dist",0.121,0.01,0.2,0.78
140,"Animal.1233",3,"Domuztepe",2,"Halaf",1,"Hum_dist",-0.006,0.1,0.64,0.26
141,"Animal.1234",3,"Domuztepe",2,"Halaf",1,"Hum_dist",0.01,0.09,0.59,0.32
142,"Animal.1235",3,"Domuztepe",2,"Halaf",1,"Hum_dist",0.113,0.02,0.23,0.76
143,"Animal.1236",3,"Domuztepe",2,"Halaf",1,"Hum_dist",-0.003,0.1,0.63,0.27
144,"Animal.1237",3,"Domuztepe",2,"Halaf",1,"Hum_dist",0.026,0.07,0.54,0.38
145,"Animal.1238",3,"Domuztepe",2,"Halaf",1,"Hum_dist",-0.02,0.11,0.66,0.23
146,"Animal.1239",3,"Domuztepe",2,"Halaf",1,"Hum_dist",-0.003,0.1,0.63,0.27
147,"Animal.124",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.036,0.12,0.52,0.36
148,"Animal.1240",3,"Domuztepe",2,"Halaf",1,"Hum_dist",0.11,0.02,0.23,0.75
149,"Animal.1241",3,"Domuztepe",2,"Halaf",1,"Hum_dist",0.016,0.08,0.58,0.34
150,"Animal.1242",3,"Domuztepe",2,"Halaf",1,"Hum_dist",-0.027,0.12,0.67,0.21
151,"Animal.1243",3,"Domuztepe",2,"Halaf",1,"Hum_dist",-0.07,0.15,0.71,0.13
152,"Animal.1244",3,"Domuztepe",2,"Halaf",1,"Hum_dist",0.081,0.03,0.33,0.63
153,"Animal.1245",3,"Domuztepe",2,"Halaf",1,"Hum_dist",0.01,0.08,0.6,0.32
154,"Animal.1246",3,"Domuztepe",2,"Halaf",1,"Hum_dist",0.049,0.05,0.46,0.49
155,"Animal.1247",3,"Domuztepe",2,"Halaf",1,"Hum_dist",-0.062,0.15,0.71,0.14
156,"Animal.1248",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.018,0.18,0.51,0.3
157,"Animal.1249",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.007,0.2,0.53,0.26
158,"Animal.125",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.102,0.05,0.31,0.65
159,"Animal.1250",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.074,0.08,0.36,0.56
160,"Animal.1251",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.027,0.17,0.5,0.34
161,"Animal.1252",3,"Domuztepe",2,"Halaf",2,"Rad_prox",-0.048,0.29,0.58,0.14
162,"Animal.1253",3,"Domuztepe",2,"Halaf",2,"Rad_prox",-0.074,0.31,0.58,0.11
163,"Animal.1254",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.116,0.03,0.23,0.74
164,"Animal.1255",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.024,0.17,0.5,0.33
165,"Animal.1256",3,"Domuztepe",2,"Halaf",2,"Rad_prox",-0.027,0.26,0.57,0.17
166,"Animal.1257",3,"Domuztepe",2,"Halaf",2,"Rad_prox",-0.009,0.23,0.56,0.21
167,"Animal.1258",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.048,0.13,0.44,0.43
168,"Animal.1259",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.09,0.06,0.31,0.63
169,"Animal.126",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.121,0.03,0.25,0.72
170,"Animal.1260",3,"Domuztepe",2,"Halaf",2,"Rad_prox",-0.036,0.27,0.57,0.15
171,"Animal.1261",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.039,0.14,0.47,0.39
172,"Animal.1262",3,"Domuztepe",2,"Halaf",2,"Rad_prox",-0.027,0.26,0.57,0.17
173,"Animal.1263",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.114,0.04,0.24,0.73
174,"Animal.1264",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.056,0.11,0.42,0.47
175,"Animal.1265",3,"Domuztepe",2,"Halaf",2,"Rad_prox",-0.033,0.27,0.57,0.16
176,"Animal.1266",3,"Domuztepe",2,"Halaf",3,"Rad_dist",0.119,0,0.24,0.76
177,"Animal.1267",3,"Domuztepe",2,"Halaf",2,"Rad_prox",-0.042,0.28,0.58,0.14
178,"Animal.1268",3,"Domuztepe",2,"Halaf",3,"Rad_dist",-0.037,0.01,0.78,0.2
179,"Animal.1269",3,"Domuztepe",2,"Halaf",3,"Rad_dist",0.012,0.01,0.65,0.35
180,"Animal.127",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.125,0.03,0.24,0.73
181,"Animal.1270",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.138,0.02,0.18,0.8
182,"Animal.1271",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.08,0.08,0.34,0.58
183,"Animal.1272",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.119,0.03,0.22,0.75
184,"Animal.1273",3,"Domuztepe",2,"Halaf",2,"Rad_prox",-0.009,0.23,0.55,0.22
185,"Animal.1274",3,"Domuztepe",2,"Halaf",2,"Rad_prox",-0.073,0.31,0.58,0.11
186,"Animal.1275",3,"Domuztepe",2,"Halaf",2,"Rad_prox",0.048,0.13,0.44,0.43
187,"Animal.1276",3,"Domuztepe",2,"Halaf",2,"Rad_prox",-0.015,0.24,0.56,0.2
188,"Animal.1277",3,"Domuztepe",2,"Halaf",6,"Ast",0.051,0.27,0.39,0.34
189,"Animal.1278",3,"Domuztepe",2,"Halaf",6,"Ast",-0.003,0.39,0.46,0.16
190,"Animal.1279",3,"Domuztepe",2,"Halaf",6,"Ast",0.007,0.37,0.45,0.18
191,"Animal.128",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.087,0.06,0.36,0.58
192,"Animal.1280",3,"Domuztepe",2,"Halaf",6,"Ast",-0.037,0.43,0.46,0.1
193,"Animal.1281",3,"Domuztepe",2,"Halaf",6,"Ast",0.022,0.34,0.44,0.22
194,"Animal.1282",3,"Domuztepe",2,"Halaf",6,"Ast",0.075,0.2,0.34,0.46
195,"Animal.1283",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.078,0.09,0.48,0.43
196,"Animal.1284",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.229,0.01,0.13,0.87
197,"Animal.1285",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.027,0.14,0.61,0.25
198,"Animal.1286",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.118,0.05,0.35,0.6
199,"Animal.1287",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.092,0.07,0.44,0.49
200,"Animal.1288",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.095,0.07,0.43,0.5
201,"Animal.1289",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.057,0.11,0.54,0.35
202,"Animal.129",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.102,0.05,0.31,0.65
203,"Animal.1290",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.048,0.12,0.56,0.32
204,"Animal.1291",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.086,0.08,0.46,0.46
205,"Animal.1292",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.106,0.06,0.39,0.55
206,"Animal.1293",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.092,0.07,0.44,0.49
207,"Animal.1294",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.086,0.08,0.46,0.46
208,"Animal.1295",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.147,0.03,0.26,0.71
209,"Animal.1296",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.106,0.06,0.39,0.55
210,"Animal.1297",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.074,0.09,0.49,0.42
211,"Animal.1298",21,"Tell Mozan",5,"EBA",1,"Hum_dist",-0.006,0.17,0.65,0.17
212,"Animal.1299",21,"Tell Mozan",5,"EBA",1,"Hum_dist",-0.023,0.18,0.67,0.15
213,"Animal.13",25,"Tell Surezha",3,"LC 1-3",6,"Ast",0.199,0.36,0.22,0.42
214,"Animal.130",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.108,0.04,0.29,0.67
215,"Animal.1300",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.021,0.15,0.62,0.23
216,"Animal.1301",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.048,0.12,0.56,0.32
217,"Animal.1302",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.095,0.07,0.43,0.5
218,"Animal.1303",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.1,0.06,0.41,0.52
219,"Animal.1304",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.072,0.09,0.5,0.41
220,"Animal.1305",21,"Tell Mozan",5,"EBA",1,"Hum_dist",-0.069,0.19,0.69,0.12
221,"Animal.1306",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.222,0.01,0.13,0.86
222,"Animal.1307",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.078,0.09,0.48,0.43
223,"Animal.1308",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.195,0.01,0.16,0.83
224,"Animal.1309",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.148,0.03,0.26,0.71
225,"Animal.131",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.127,0.03,0.23,0.74
226,"Animal.1310",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.169,0.02,0.21,0.77
227,"Animal.1311",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.139,0.03,0.29,0.68
228,"Animal.1312",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.147,0.03,0.26,0.71
229,"Animal.1313",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.142,0.03,0.28,0.69
230,"Animal.1314",21,"Tell Mozan",5,"EBA",1,"Hum_dist",0.2,0.01,0.15,0.84
231,"Animal.1315",21,"Tell Mozan",5,"EBA",2,"Rad_prox",0.148,0.07,0.27,0.65
232,"Animal.1316",21,"Tell Mozan",5,"EBA",2,"Rad_prox",0.191,0.03,0.18,0.79
233,"Animal.1317",21,"Tell Mozan",5,"EBA",2,"Rad_prox",0.244,0.01,0.13,0.87
234,"Animal.1318",21,"Tell Mozan",5,"EBA",2,"Rad_prox",0.038,0.28,0.5,0.22
235,"Animal.1319",21,"Tell Mozan",5,"EBA",2,"Rad_prox",0.02,0.31,0.51,0.18
236,"Animal.132",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",-0.043,0.22,0.65,0.14
237,"Animal.1320",21,"Tell Mozan",5,"EBA",2,"Rad_prox",0.084,0.2,0.43,0.37
238,"Animal.1321",21,"Tell Mozan",5,"EBA",2,"Rad_prox",0.027,0.3,0.51,0.19
239,"Animal.1322",21,"Tell Mozan",5,"EBA",2,"Rad_prox",0.166,0.05,0.23,0.72
240,"Animal.1323",21,"Tell Mozan",5,"EBA",2,"Rad_prox",0.147,0.07,0.28,0.65
241,"Animal.1324",21,"Tell Mozan",5,"EBA",2,"Rad_prox",0.092,0.18,0.41,0.41
242,"Animal.1325",21,"Tell Mozan",5,"EBA",3,"Rad_dist",-0.114,0,0.8,0.2
243,"Animal.1326",21,"Tell Mozan",5,"EBA",3,"Rad_dist",-0.059,0,0.64,0.36
244,"Animal.1327",21,"Tell Mozan",5,"EBA",2,"Rad_prox",0.221,0.01,0.14,0.84
245,"Animal.1328",21,"Tell Mozan",5,"EBA",2,"Rad_prox",0.153,0.07,0.26,0.67
